id,codigo_120,name
7533,50510000-3,"Serviços de reparação e manutenção de bombas, válvulas, torneiras e contentores de metal"
7534,50511000-0,Serviços de reparação e manutenção de bombas
7535,50511100-1,Serviços de reparação e manutenção de bombas para líquidos
7536,50511200-2,Serviços de reparação e manutenção de bombas de gás
7537,50512000-7,Serviços de reparação e manutenção de válvulas
7538,50513000-4,Serviços de reparação e manutenção de torneiras
7539,50514000-1,Serviços de reparação e manutenção de contentores de metal
7540,50514100-2,Serviços de reparação e manutenção de tanques
7541,50514200-3,Serviços de reparação e manutenção de reservatórios
7542,50514300-4,Serviços de reparação de revestimentos protectores
7543,50530000-9,Serviços de reparação e manutenção de máquinas
7544,50531000-6,Serviços de reparação e manutenção de máquinas não eléctricas
7545,50531100-7,Serviços de reparação e manutenção de caldeiras
7546,50531200-8,Serviços de manutenção de aparelhos a gás
7547,50531300-9,Serviços de reparação e manutenção de compressores
7548,50531400-0,Serviços de reparação e manutenção de gruas
7549,50531500-1,Serviços de reparação e manutenção de derriques
7550,50531510-4,Serviços de desmontagem de torres de perfuração
7551,50532000-3,Serviços de reparação e manutenção de máquinas e aparelhos eléctricos e de equipamento afim
7552,50532100-4,Serviços de reparação e manutenção de motores eléctricos
7553,50532200-5,Serviços de reparação e manutenção de transformadores
7554,50532300-6,Serviços de reparação e manutenção de geradores
7555,50532400-7,Serviços de reparação e manutenção de equipamento de distribuição eléctrica
7556,50600000-1,Serviços de reparação e manutenção de material de segurança e defesa
7557,50610000-4,Serviços de reparação e manutenção de equipamento de segurança
7558,50620000-7,Serviços de reparação e manutenção de armas de fogo e munições
7559,50630000-0,Serviços de reparação e manutenção de veículos militares
7560,50640000-3,Serviços de reparação e manutenção de vasos de guerra
7561,50650000-6,"Serviços de reparação e manutenção de aeronaves, mísseis e naves espaciais militares"
7562,50660000-9,Serviços de reparação e manutenção de sistemas electrónicos militares
7563,50700000-2,Serviços de reparação e manutenção de equipamento em edifícios
7564,50710000-5,Serviços de reparação e manutenção de equipamento eléctrico e mecânico em edifícios
7565,50711000-2,Serviços de reparação e manutenção de equipamento eléctrico em edifícios
7566,50712000-9,Serviços de reparação e manutenção de equipamento mecânico em edifícios
7567,50720000-8,Serviços de reparação e manutenção de aquecimento central
7568,50721000-5,Activação de instalações de aquecimento
7569,50730000-1,Serviços de reparação e manutenção de grupos de refrigeração
7570,50740000-4,Serviços de reparação e manutenção de escadas rolantes
7571,50750000-7,Serviços de manutenção de elevadores
7572,50760000-0,Reparação e manutenção de sanitários públicos
7573,50800000-3,Serviços de reparação e manutenção diversos
7574,50810000-6,Serviços de reparação de artigos de joalharia
7575,50820000-9,Serviços de reparação de artigos pessoais em couro
7576,50821000-6,Serviços de reparação de botas
7577,50822000-3,Serviços de reparação de sapatos
7578,50830000-2,Serviços de reparação de vestuário e têxteis
7579,50840000-5,Serviços de reparação e manutenção de armas e sistemas de armas
7580,50841000-2,Serviços de reparação e manutenção de armas
7581,50842000-9,Serviços de reparação e manutenção de sistemas de armas
7582,50850000-8,Serviços de reparação e manutenção de mobiliário
7583,50860000-1,Serviços de reparação e manutenção de instrumentos musicais
7584,50870000-4,Serviços de reparação e manutenção de equipamento para áreas de recreação
7585,50880000-7,Serviços de reparação e manutenção de equipamento para hotelaria e restauração
7586,50881000-4,Serviços de reparação e manutenção de equipamento para hotelaria
7587,50882000-1,Serviços de reparação e manutenção de equipamento para restauração
7588,50883000-8,Serviços de reparação e manutenção de equipamento para fornecimento de refeições (catering)
7589,50884000-5,Serviços de reparação e manutenção de equipamento para campismo
7590,51000000-9,Serviços de instalação (excepto software)
7591,51100000-3,Serviços de instalação de equipamento eléctrico e mecânico
7592,51110000-6,Serviços de instalação de equipamento eléctrico
7593,51111000-3,"Serviços de instalação de motores eléctricos, geradores e transformadores"
7594,51111100-4,Serviços de instalação de motores eléctricos
7595,51111200-5,Serviços de instalação de geradores
7596,51111300-6,Serviços de instalação de transformadores
7597,51112000-0,Serviços de instalação de equipamento para distribuição e controlo de electricidade
7598,51112100-1,Serviços de instalação de equipamento para distribuição de electricidade
7599,51112200-2,Serviços de instalação de equipamento para controlo de electricidade
7600,51120000-9,Serviços de instalação de equipamento mecânico
7601,51121000-6,Serviços de instalação de equipamento de preparação física (fitness)
7602,51122000-3,Serviços de instalação de mastros (flagpoles)
7603,51130000-2,"Serviços de instalação de geradores de vapor, caldeiras, turbinas, compressores e queimadores"
7604,51131000-9,Serviços de instalação de geradores de vapor
7605,51133000-3,Serviços de instalação de turbinas
7606,51133100-4,Serviços de instalação de turbinas a gás
7607,51134000-0,Serviços de instalação de compressores
7608,51135000-7,Serviços de instalação de fornos
7609,51135100-8,Serviços de instalação de queimadores
7610,51135110-1,Serviços de instalação de incineradores de resíduos
7611,51140000-5,Serviços de instalação de motores
7612,51141000-2,Serviços de instalação de motores a gasolina
7613,51142000-9,Serviços de instalação de motores a diesel
7614,51143000-6,Serviços de instalação de motores ferroviários
7615,51144000-3,Serviços de instalação de motores de veículos
7616,51145000-0,Serviços de instalação de motores de embarcações
7617,51146000-7,Serviços de instalação de motores de aeronaves
7618,51200000-4,"Serviços de instalação de equipamento para medição, controlo, ensaio e navegação"
7619,51210000-7,Serviços de instalação de equipamento para medição
7620,51211000-4,Serviços de instalação de equipamento para contabilização do tempo
7621,51212000-1,Serviços de instalação de equipamento para registo do tempo
7622,51213000-8,Serviços de instalação de equipamento para gravação do tempo
7623,51214000-5,Serviços de instalação de parquímetros
7624,51215000-2,Serviços de instalação de equipamento meteorológico
7625,51216000-9,Serviços de instalação de equipamento geológico
7626,51220000-0,Serviços de instalação de equipamento para controlo
7627,51221000-7,Serviços de instalação de dispositivos de registo automático de embarque em aeroportos
7628,51230000-3,Serviços de instalação de equipamento para ensaio
7629,51240000-6,Serviços de instalação de equipamento para navegação
7630,51300000-5,Serviços de instalação de equipamento para comunicação
7631,51310000-8,"Serviços de instalação de equipamento de rádio, televisão, áudio e vídeo"
7632,51311000-5,Serviços de instalação de equipamento de rádio
7633,51312000-2,Serviços de instalação de equipamento de televisão
7634,51313000-9,Serviços de instalação de equipamento de áudio
7635,51314000-6,Serviços de instalação de equipamento de vídeo
7636,51320000-1,Serviços de instalação de emissores de rádio e televisão
7637,51321000-8,Serviços de instalação de emissores de rádio
7638,51322000-5,Serviços de instalação de emissores de televisão
7639,51330000-4,Serviços de instalação de aparelhos de radiotelefonia
7640,51340000-7,Serviços de instalação de equipamento de telefonia por fio
7641,51350000-0,Serviços de instalação de equipamento de telegrafia por fio
7642,51400000-6,Serviços de instalação de equipamento médico e cirúrgico
7643,51410000-9,Serviços de instalação de equipamento médico
7644,51411000-6,Serviços de instalação de equipamento de formação de imagens
7645,51412000-3,Serviços de instalação de equipamento dentário e de subespecialidade
7646,51413000-0,Serviços de instalação de equipamento de radioterapia
7647,51414000-7,Serviços de instalação de equipamento de mecanoterapia
7648,51415000-4,Serviços de instalação de equipamento de electroterapia
7649,51416000-1,Serviços de instalação de equipamento de fisioterapia
7650,51420000-2,Serviços de instalação de equipamento cirúrgico
7651,51430000-5,Serviços de instalação de equipamento de laboratório
7652,51500000-7,Serviços de instalação de máquinas e equipamento
7653,51510000-0,Serviços de instalação de máquinas e equipamento de uso geral
7654,51511000-7,"Serviços de instalação de equipamento de elevação e movimentação, excepto elevadores e escadas rolantes"
7655,51511100-8,Serviços de instalação de equipamento de elevação
7656,51511110-1,Serviços de instalação de gruas
7657,51511200-9,Serviços de instalação de equipamento de movimentação
7658,51511300-0,Serviços de instalação de equipamento de acesso suspenso
7659,51511400-1,Serviços de instalação de transportadores e tapetes transportadores
7660,51514000-8,Serviços de instalação de máquinas diversas de uso geral
7661,51514100-9,Serviços de instalação de máquinas e aparelhos para filtrar ou depurar líquidos
7662,51514110-2,Serviços de instalação de máquinas e aparelhos para filtrar ou depurar água
7663,51520000-3,Serviços de instalação de máquinas para agricultura e silvicultura
7664,51521000-0,Serviços de instalação de máquinas para agricultura
7665,51522000-7,Serviços de instalação de máquinas para silvicultura
7666,51530000-6,Serviços de instalação de máquinas-ferramentas
7667,51540000-9,Serviços de instalação de máquinas e equipamento para usos especiais
7668,51541000-6,"Serviços de instalação de máquinas para as indústrias de extracção de produtos energéticos, de extracção de pedra, da construção e metalúrgica"
7669,51541100-7,Serviços de instalação de máquinas para a indústria de extracção de produtos energéticos
7670,51541200-8,Serviços de instalação de máquinas para a indústria de extracção de pedra
7671,51541300-9,Serviços de instalação de máquinas para a indústria da construção
7672,51541400-0,Serviços de instalação de máquinas para a indústria metalúrgica
7673,51542000-3,"Serviços de instalação de máquinas para as indústrias alimentares, das bebidas e do tabaco"
7674,51542100-4,Serviços de instalação de máquinas para as indústrias alimentares
7675,51542200-5,Serviços de instalação de máquinas para a indústria das bebidas
7676,51542300-6,Serviços de instalação de máquinas para a indústria do tabaco
7677,51543000-0,"Serviços de instalação de máquinas para produção de têxteis, vestuário e artigos em couro"
7678,51543100-1,Serviços de instalação de máquinas para produção de têxteis
7679,51543200-2,Serviços de instalação de máquinas para produção de vestuário
7680,51543300-3,Serviços de instalação de máquinas para produção de artigos em couro
7681,51543400-4,"Serviços de instalação de máquinas de lavar roupa, de limpar a seco e de secar"
7682,51544000-7,Serviços de instalação de máquinas para produção de papel e cartão
7683,51544100-8,Serviços de instalação de máquinas para produção de papel
7684,51544200-9,Serviços de instalação de máquinas para produção de cartão
7685,51545000-4,Serviços de instalação de caixas do correio exteriores
7686,51550000-2,Serviços de instalação de sistemas de armas
7687,51600000-8,Serviços de instalação de computadores e equipamento para escritório
7688,51610000-1,Serviços de instalação de computadores e equipamento para processamento da informação
7689,51611000-8,Serviços de instalação de computadores
7690,51611100-9,Serviços de instalação de hardware
7691,51611110-2,Serviços de instalação de ecrãs de visualização em tempo real de partidas e chegadas em aeroportos
7692,51611120-5,Serviços de instalação de ecrãs de visualização em tempo real de partidas e chegadas em estações ferroviárias
7693,51612000-5,Serviços de instalação de equipamento para processamento da informação
7694,51620000-4,Serviços de instalação de equipamento para escritório
7695,51700000-9,Serviços de instalação de equipamento de protecção contra incêndios
7696,51800000-0,Serviços de instalação de recipientes de metal
7697,51810000-3,Serviços de instalação de tanques
7698,51820000-6,Serviços de instalação de reservatórios
7699,51900000-1,Serviços de instalação de sistemas de guiamento e controlo
7700,55000000-0,"Serviços de hotelaria, restauração e comércio a retalho"
7701,55100000-1,Serviços de hotelaria
7702,55110000-4,Serviços de alojamento em hotéis
7703,55120000-7,Serviços de congressos e conferências em hotéis
7704,55130000-0,Outros serviços de hotelaria
7705,55200000-2,Parques de campismo e outros tipos de alojamento não hoteleiro
7706,55210000-5,Serviços de pousadas de juventude
7707,55220000-8,Serviços relacionados com parques de campismo
7708,55221000-5,Serviços relacionados com parques de caravanismo
7709,55240000-4,Serviços relacionados com centros e alojamento privado de férias
7710,55241000-1,Serviços relacionados com centros de férias
7711,55242000-8,Serviços relacionados com alojamento privado de férias
7712,55243000-5,Serviços relacionados com colónias de férias
7713,55250000-7,Serviços de aluguer de alojamentos mobilados de curta duração
7714,55260000-0,Serviços de carruagem-cama
7715,55270000-3,Serviços prestados por estabelecimentos de alojamento e pequeno-almoço
7716,55300000-3,Serviços de mesa e de restauração
7717,55310000-6,Serviços de restauração tradicional
7718,55311000-3,Serviços de restauração tradicional de clientela restrita
7719,55312000-0,Serviços de restauração tradicional de clientela não restrita
7720,55320000-9,Serviços de provimento de refeições
7721,55321000-6,Serviços de preparação de refeições
7722,55322000-3,Serviços de confecção de refeições
7723,55330000-2,Serviços de cafetaria
7724,55400000-4,Serviços de provimento de bebidas
7725,55410000-7,Serviços de gestão de bares
7726,55500000-5,Serviços de cantinas e de fornecimento de refeições (catering)
7727,55510000-8,Serviços de cantinas
7728,55511000-5,Serviços de cantinas e outros serviços de cafetaria de clientela restrita
7729,55512000-2,Serviços de gestão de cantinas
7730,55520000-1,Serviços de fornecimento de refeições (catering)
7731,55521000-8,Serviços de fornecimento de refeições (catering) a agregados privados
7732,55521100-9,Serviços de refeições ao domicílio
7733,55521200-0,Serviços de entrega de refeições
7734,55522000-5,Serviços de fornecimento de refeições (catering) a empresas de transporte
7735,55523000-2,Serviços de fornecimento de refeições (catering) a outras empresas e instituições
7736,55523100-3,Serviços de cantinas escolares
7737,55524000-9,Serviços de fornecimento de refeições (catering) a escolas
7738,55900000-9,Serviços de comércio a retalho
7739,60000000-8,Serviços de transporte (excl. transporte de resíduos)
7740,60100000-9,Serviços de transporte rodoviário
7741,60112000-6,Serviços de transporte público rodoviário
7742,60120000-5,Serviços de táxis
7743,60130000-8,Serviços de transporte rodoviário de passageiros com finalidade específica
7744,60140000-1,Transportes não regulares de passageiros
7745,60150000-4,Transporte de passageiros em veículos de tracção animal
7746,60160000-7,Transporte rodoviário de correio
7747,60161000-4,Serviços de transporte de encomendas
7748,60170000-0,Aluguer de veículos para transporte de passageiros com condutor
7749,60171000-7,Aluguer de automóveis de passageiros com condutor
7750,60172000-4,Aluguer de autocarros e autocarros de turismo com condutor
7751,60180000-3,Aluguer de veículos para transporte de mercadorias com condutor
7752,60181000-0,Aluguer de camiões com condutor
7753,60182000-7,Aluguer de veículos industriais com condutor
7754,60183000-4,Aluguer de camionetas com condutor
7755,60200000-0,Serviços de transporte ferroviário
7756,60210000-3,Serviços de transporte público ferroviário
7757,60220000-6,Transporte ferroviário de correio
7758,60300000-1,Serviços de transporte por condutas de longa distância
7759,60400000-2,Serviços de transporte aéreo
7760,60410000-5,Serviços de transporte aéreo regular
7761,60411000-2,Serviços de transporte de correio aéreo regular
7762,60420000-8,Serviços de transporte aéreo não regular
7763,60421000-5,Serviços de transporte de correio aéreo não regular
7764,60423000-9,Serviços charter
7765,60424000-6,"Aluguer de equipamento para transporte aéreo, com tripulação"
7766,60424100-7,"Aluguer de aeronaves, com tripulação"
7767,60424110-0,"Aluguer de aeronaves de asa fixa, com tripulação"
7768,60424120-3,"Aluguer de helicópteros, com tripulação"
7769,60440000-4,Serviços aéreos e afins
7770,60441000-1,Serviços de pulverização aérea
7771,60442000-8,Serviços aéreos de combate a incêndios florestais
7772,60443000-5,Serviços de socorro aéreo
7773,60443100-6,Serviços de socorro aero-naval
7774,60444000-2,Serviços de operação de aeronaves
7775,60444100-3,Serviços de pilotagem
7776,60445000-9,Serviços de exploração de aeronaves
7777,60500000-3,Serviços de transporte espacial
7778,60510000-6,Serviços de lançamento de satélites
7779,60520000-9,Serviços de carga útil experimental
7780,60600000-4,Transporte por vias navegáveis
7781,60610000-7,Serviços de transporte por barcos de passagem (ferries)
7782,60620000-0,Transporte de correio por vias navegáveis
7783,60630000-3,Serviços de barcos lança-cabos
7784,60640000-6,Operações marítimas
7785,60650000-9,"Aluguer de equipamento de transporte por vias navegáveis, com tripulação"
7786,60651000-6,"Aluguer de embarcações, com tripulação"
7787,60651100-7,"Aluguer de embarcações marítimas, com tripulação"
7788,60651200-8,"Aluguer de embarcações de navegação interior, com tripulação"
7789,60651300-9,Serviços de embarcações antipoluição
7790,60651400-0,Serviços de embarcações para cargas pesadas
7791,60651500-1,Serviços de navios de intervenção
7792,60651600-2,Serviços de embarcações de abastecimento offshore
7793,60653000-0,"Aluguer de barcos, com tripulação"
7794,63000000-9,Serviços anexos e auxiliares dos transportes; serviços de agências de viagens
7795,63100000-0,Serviços de movimentação e armazenagem de carga
7796,63110000-3,Serviços de movimentação de carga
7797,63111000-0,Serviços de movimentação de contentores
7798,63112000-7,Serviços de movimentação de bagagens
7799,63112100-8,Serviços de movimentação de bagagens de passageiros
7800,63112110-1,Serviços de recolha de bagagens
7801,63120000-6,Serviços de armazenagem e depósito
7802,63121000-3,Serviços de armazenagem e recuperação
7803,63121100-4,Serviços de armazenagem
7804,63121110-7,Serviços de armazenagem de gás
7805,63122000-0,Serviços de depósito
7806,63500000-4,"Serviços de agências de viagens, de operadores turísticos e de assistência a turistas"
7807,63510000-7,Serviços de agências de viagens e serviços similares
7808,63511000-4,Organização de pacotes turísticos
7809,63512000-1,Serviços de venda de bilhetes de viagem e de circuitos organizados
7810,63513000-8,Serviços de informação turística
7811,63514000-5,Serviços de guias turísticos
7812,63515000-2,Serviços de viagens
7813,63516000-9,Serviços de gestão de viagens
7814,63520000-0,Serviços de agências de transporte
7815,63521000-7,Serviços de agências de transporte de mercadorias
7816,63522000-4,Serviços de corretagem marítima
7817,63523000-1,Serviços de agências portuárias e de expedição
7818,63524000-8,Serviços de preparação dos documentos de transporte
7819,63700000-6,"Serviços de apoio a transportes por terra, água e ar"
7820,63710000-9,Serviços auxiliares dos transportes terrestres
7821,63711000-6,Serviços auxiliares dos transportes ferroviários
7822,63711100-7,Serviços de controlo da circulação de comboios
7823,63711200-8,Serviços de oficinas ambulantes
7824,63712000-3,Serviços auxiliares dos transportes rodoviários
7825,63712100-4,Serviços de terminais de autocarros
7826,63712200-5,Serviços de exploração de auto-estradas
7827,63712210-8,Serviços de portagem em auto-estradas
7828,63712300-6,Serviços de exploração de pontes e túneis
7829,63712310-9,Serviços de exploração de pontes
7830,63712311-6,Serviços de portagem em pontes
7831,63712320-2,Serviços de exploração de túneis
7832,63712321-9,Serviços de portagem em túneis
7833,63712400-7,Serviços de estacionamento
7834,63712500-8,Serviços relacionados com pontes basculantes
7835,63712600-9,Serviços de reabastecimento de veículos
7836,63712700-0,Serviços de controlo do tráfego
7837,63712710-3,Serviços de monitorização do tráfego
7838,63720000-2,Serviços auxiliares dos transportes por vias navegáveis
7839,63721000-9,Serviços de exploração de portos e vias navegáveis e serviços conexos
7840,63721100-0,Serviços de reabastecimento
7841,63721200-1,Serviços de exploração de portos
7842,63721300-2,Serviços de exploração de vias navegáveis
7843,63721400-3,Serviços de reabastecimento de navios
7844,63721500-4,Serviços de exploração de terminal de passageiros
7845,63722000-6,Serviços de pilotagem de navios
7846,63723000-3,Serviços de acostagem
7847,63724000-0,Serviços de navegação
7848,63724100-1,Serviços de posicionamento em alto mar
7849,63724110-4,Serviços de posicionamento de barcos-faróis
7850,63724200-2,Serviços de barco-farol
7851,63724300-3,Serviços de posicionamento de bóias
7852,63724310-6,Serviços de marcação com bóias
7853,63724400-4,Serviços relacionados com faróis
7854,63725000-7,Serviços de salvamento e de reflutuação
7855,63725100-8,Serviços de salvamento de embarcações
7856,63725200-9,Serviços de embarcações de intervenção
7857,63725300-0,Serviços de reflutuação de embarcações
7858,63726000-4,Serviços diversos auxiliares dos transportes por vias navegáveis
7859,63726100-5,Serviços de registo de embarcações
7860,63726200-6,Serviços relacionados com quebra de gelo
7861,63726300-7,Serviços de armazenagem de embarcações
7862,63726400-8,Serviços de aluguer de embarcações
7863,63726500-9,Serviços de desarmamento de embarcações
7864,63726600-0,Serviços de exploração de navios
7865,63726610-3,Serviços de lançamento de navios
7866,63726620-6,Serviços de controlo remoto de veículos (ROV)
7867,63726700-1,Serviços de barcos de pesca
7868,63726800-2,Serviços de barcos de prospecção
7869,63726900-3,Serviços de ancoragem
7870,63727000-1,Serviços de reboque e tracção de barcos
7871,63727100-2,Serviços de reboque
7872,63727200-3,Serviços de tracção
7873,63730000-5,Serviços auxiliares dos transportes aéreos
7874,63731000-2,Serviços de exploração de aeroportos
7875,63731100-3,Serviços de coordenação de faixas horárias em aeroportos
7876,63732000-9,Serviços de controlo do tráfego aéreo
7877,63733000-6,Serviços de reabastecimento de aeronaves
7878,63734000-3,Serviços de hangar
7879,64000000-6,Serviços postais e de telecomunicações
7880,64100000-7,Serviços postais e de correio rápido
7881,64110000-0,Serviços postais
7882,64111000-7,Serviços postais relacionados com jornais e publicações periódicas
7883,64112000-4,Serviços postais relacionados com cartas
7884,64113000-1,Serviços postais relacionados com encomendas
7885,64114000-8,Serviços postais de balcão
7886,64115000-5,Aluguer de apartados postais
7887,64116000-2,Serviços de posta restante
7888,64120000-3,Serviços de correio rápido
7889,64121000-0,Serviços postais multimodais
7890,64121100-1,Serviços de distribuição de correio
7891,64121200-2,Serviços de entrega de encomendas
7892,64122000-7,Serviços de correio interno
7893,64200000-8,Serviços de telecomunicações
7894,64210000-1,Serviços telefónicos e de transmissão de dados
7895,64211000-8,Serviços relacionados com telefones públicos
7896,64211100-9,Serviços telefónicos locais
7897,64211200-0,Serviços telefónicos de longa distância
7898,64212000-5,Serviços de telefonia móvel
7899,64212100-6,Serviço de Mensagens Curtas (SMS)
7900,64212200-7,Serviço de Mensagens Melhorado (EMS)
7901,64212300-8,Serviço de Mensagens Multimédia (MMS)
7902,64212400-9,Serviço de protocolo de aplicação sem fios (WAP)
7903,64212500-0,Serviço geral de rádio comunicação por pacotes (GPRS)
7904,64212600-1,Serviços EDGE (Enhanced Data for GSM Evolution)
7905,64212700-2,Serviço de Sistema Universal de Telefones Móveis (UMTS)
7906,64212800-3,Serviços de telefone público
7907,64212900-4,Serviços de fornecimento de cartões telefónicos pré-pagos
7908,64213000-2,Serviços de rede telefónica comercial de circuitos partilhados
7909,64214000-9,Serviços de rede telefónica comercial de circuitos alugados
7910,64214100-0,Serviços de aluguer de circuitos-satélite
7911,64214200-1,Serviços de comutador telefónico
7912,64214400-3,Aluguer de linhas terrestres de comunicação
7913,64215000-6,Serviços telefónicos IP
7914,64216000-3,Serviços de informação e mensagens electrónicas
7915,64216100-4,Serviços de mensagens electrónicas
7916,64216110-7,Serviços de transferência electrónica de dados
7917,64216120-0,Serviços de correio electrónico
7918,64216130-3,Serviços de telex
7919,64216140-6,Serviços de telegrafia
7920,64216200-5,Serviços de informação electrónica
7921,64216210-8,Serviços de informação de valor acrescentado
7922,64216300-6,Serviços de teletexto
7923,64220000-4,Serviços de telecomunicações excepto serviços telefónicos e de transmissão de dados
7924,64221000-1,Serviços de interconexão
7925,64222000-8,Serviços de teletrabalho
7926,64223000-5,Serviços de chamada de pessoas (paging)
7927,64224000-2,Serviços de teleconferência
7928,64225000-9,Serviços de telecomunicações ar-terra
7929,64226000-6,Serviços de telemática
7930,64227000-3,Serviços integrados de telecomunicações
7931,64228000-0,Serviços de transmissão de programas televisivos e emissões de rádio
7932,64228100-1,Serviços de transmissão de programas televisivos
7933,64228200-2,Serviços de transmissão de emissões de rádio
7934,65000000-3,Serviços públicos
7935,65100000-4,Serviços de distribuição de água e serviços conexos
7936,65110000-7,Distribuição de água
7937,65111000-4,Distribuição de água potável
7938,65120000-0,Exploração de estações de depuração de água
7939,65121000-7,Serviços de desmineralização de água
7940,65122000-0,Serviços de dessalinização de água
7941,65123000-3,Serviços de descalcificação de água
7942,65130000-3,Exploração do aprovisionamento de água
7943,65200000-5,Serviços de distribuição de gás e serviços conexos
7944,65210000-8,Distribuição de gás
7945,65300000-6,Serviços de distribuição de electricidade e serviços conexos
7946,65310000-9,Distribuição de electricidade
7947,65320000-2,Exploração de instalações eléctricas
7948,65400000-7,Aprovisionamento e distribuição de outras fontes de energia
7949,65410000-0,Exploração de centrais eléctricas
7950,65500000-8,Serviços de leitura de contadores
7951,66000000-0,Serviços de finanças e seguros
7952,66100000-1,Serviços de banca e investimentos
7953,66110000-4,Serviços de banca
7954,66111000-1,Serviços prestados por bancos centrais
7955,66112000-8,Serviços de depósitos
7956,66113000-5,Serviços de concessão de crédito
7957,66113100-6,Serviços de concessão de microcrédito
7958,66114000-2,Serviços de leasing financeiro
7959,66115000-9,Serviços de pagamentos internacionais
7960,66120000-7,Serviços de banca de investimentos e serviços afins
7961,66121000-4,Serviços de fusões e aquisições
7962,66122000-1,Serviços de financiamento de empresas e de capital de risco
7963,66130000-0,Serviços de corretagem e serviços relacionados com títulos e mercadorias
7964,66131000-7,Serviços de corretagem de títulos
7965,66131100-8,Serviços de investimento em pensões
7966,66132000-4,Serviços de corretagem de mercadorias
7967,66133000-1,Serviços de processamento e de compensação
7968,66140000-3,Serviços de gestão de carteiras
7969,66141000-0,Serviços de gestão de fundos de pensões
7970,66150000-6,Serviços de administração de mercados financeiros
7971,66151000-3,Serviços operacionais de mercados financeiros
7972,66151100-4,Serviços de retalho no mercado electrónico
7973,66152000-0,Serviços reguladores de mercados financeiros
7974,66160000-9,Serviços fiduciários e de custódia
7975,66161000-6,Serviços fiduciários
7976,66162000-3,Serviços de custódia
7977,66170000-2,"Serviços de consultoria financeira, de processamento de transacções financeiras e das câmaras de compensação"
7978,66171000-9,Serviços de consultoria financeira
7979,66172000-6,Serviços de processamento de transacções financeiras e serviços das câmaras de compensação
7980,66180000-5,Serviços de câmbio de divisas
7981,66190000-8,Serviços de corretagem de empréstimos
7982,66500000-5,Serviços de seguros e pensões
7983,66510000-8,Serviços de seguros
7984,66511000-5,Serviços de seguros de vida
7985,66512000-2,Serviços de seguros de acidentes e de saúde
7986,66512100-3,Serviços de seguros de acidentes
7987,66512200-4,Serviços de seguros de saúde
7988,66512210-7,Serviços de seguros voluntários de saúde
7989,66512220-0,Serviços de seguros médicos
7990,66513000-9,Serviços de seguros de protecção jurídica e de seguros contra todos os riscos
7991,66513100-0,Serviços de seguros de despesas processuais
7992,66513200-1,Serviços de seguros de empreitada contra todos os riscos
7993,66514000-6,Serviços de seguros de carga e serviços de seguros relacionados com transportes
7994,66514100-7,Seguros relacionados com transportes
7995,66514110-0,Serviços de seguro automóvel
7996,66514120-3,"Serviços de seguros marítimos, aéreos e de outro tipo de transporte"
7997,66514130-6,Serviços de seguros ferroviários
7998,66514140-9,Serviços de seguros de aeronaves
7999,66514150-2,Serviços de seguros de embarcações
8000,66514200-8,Serviços de seguros de frete
8001,66515000-3,Serviços de seguros contra danos ou perdas
8002,66515100-4,Serviços de seguros de incêndios
8003,66515200-5,Serviços de seguros de bens
8004,66515300-6,Serviços de seguros contra as intempéries e perdas financeiras
8005,66515400-7,Serviços de seguros contra as intempéries
8006,66515410-0,Serviços de seguros de perdas financeiras
8007,66515411-7,Serviços de seguros de perdas pecuniárias
8008,66516000-0,Serviços de seguros de responsabilidade civil
8009,66516100-1,Serviços de seguros de responsabilidade civil para automóveis
8010,66516200-2,Serviços de seguros de responsabilidade civil para aeronaves
8011,66516300-3,Serviços de seguros de responsabilidade civil para embarcações
8012,66516400-4,Serviços de seguros de responsabilidade civil global
8013,66516500-5,Serviços de seguro de responsabilidade profissional
8014,66517000-7,Serviços de seguros de crédito e de caução
8015,66517100-8,Serviços de seguros de crédito
8016,66517200-9,Serviços de seguros de caução
8017,66517300-0,Serviços de seguros de gestão de riscos
8018,66518000-4,Serviços de corretagem e de agências de seguros
8019,66518100-5,Serviços de corretagem em matéria de seguros
8020,66518200-6,Serviços de agentes de seguros
8021,66518300-7,Serviços de regularização de sinistros
8022,66519000-1,"Serviços de seguros contra riscos técnicos, de seguro complementar, de avarias, de perdas, actuariais e de salvados"
8023,66519100-2,Serviços de seguros de plataformas petrolíferas ou de gás
8024,66519200-3,Serviços de seguros de riscos técnicos
8025,66519300-4,Serviços de seguro complementar
8026,66519310-7,Serviços de consultoria em matéria de seguros
8027,66519400-5,Serviços de regularização de avarias
8028,66519500-6,Serviços de regularização de perdas
8029,66519600-7,Serviços actuariais
8030,66519700-8,Serviços administrativos de salvados
8031,66520000-1,Serviços de pensões
8032,66521000-8,Serviços de pensões individuais
8033,66522000-5,Serviços de pensões colectivas
8034,66523000-2,Serviços de consultoria em matéria de fundos de pensões
8035,66523100-3,Serviços de administração de fundos de pensões
8036,66600000-6,Serviços de tesouraria
8037,66700000-7,Serviços de resseguros
8038,66710000-0,Serviços de resseguros de vida
8039,66720000-3,Serviços de resseguros de acidentes e de saúde
8040,70000000-1,Serviços imobiliários
8041,70100000-2,Serviços imobiliários relacionados com bens imóveis próprios
8042,70110000-5,Serviços de promoção imobiliária
8043,70111000-2,Promoção de bens imobiliários residenciais
8044,70112000-9,Promoção de bens imobiliários não residenciais
8045,70120000-8,Compra e venda de bens imobiliários
8046,70121000-5,Serviços de compra ou venda de edifícios
